,Date,Origin Country Code,State of Entry,Total Arrivals,Male Arrivals,Female Arrivals,Nationality
455,1/1/2020,ESP,Sarawak,35,19,16,Spain
456,1/1/2020,ESP,Selangor,2140,1298,842,Spain
457,1/1/2020,ESP,W.P. Labuan,8,6,2,Spain
458,1/1/2020,EST,Johor,91,47,44,Estonia
459,1/1/2020,EST,Kedah,107,56,51,Estonia
460,1/1/2020,EST,Kelantan,0,0,0,Estonia
461,1/1/2020,EST,Pahang,0,0,0,Estonia
462,1/1/2020,EST,Perak,3,2,1,Estonia
463,1/1/2020,EST,Perlis,1,1,0,Estonia
464,1/1/2020,EST,Pulau Pinang,6,4,2,Estonia
465,1/1/2020,EST,Sabah,16,10,6,Estonia
466,1/1/2020,EST,Sarawak,4,3,1,Estonia
467,1/1/2020,EST,Selangor,254,135,119,Estonia
468,1/1/2020,EST,W.P. Labuan,0,0,0,Estonia
469,1/1/2020,ETH,Johor,5,4,1,Ethiopia
470,1/1/2020,ETH,Kedah,0,0,0,Ethiopia
471,1/1/2020,ETH,Pulau Pinang,0,0,0,Ethiopia
472,1/1/2020,ETH,Sarawak,2,0,2,Ethiopia
473,1/1/2020,ETH,Selangor,41,25,16,Ethiopia
474,1/1/2020,FIN,Johor,335,208,127,Finland
475,1/1/2020,FIN,Kedah,476,209,267,Finland
476,1/1/2020,FIN,Kelantan,3,1,2,Finland
477,1/1/2020,FIN,Melaka,0,0,0,Finland
478,1/1/2020,FIN,Negeri Sembilan,0,0,0,Finland
479,1/1/2020,FIN,Pahang,0,0,0,Finland
480,1/1/2020,FIN,Perak,3,2,1,Finland
481,1/1/2020,FIN,Perlis,19,11,8,Finland
482,1/1/2020,FIN,Pulau Pinang,129,76,53,Finland
483,1/1/2020,FIN,Sabah,24,15,9,Finland
484,1/1/2020,FIN,Sarawak,16,9,7,Finland
485,1/1/2020,FIN,Selangor,1417,756,661,Finland
486,1/1/2020,FIN,W.P. Labuan,2,1,1,Finland
487,1/1/2020,FJI,Johor,77,37,40,Fiji
488,1/1/2020,FJI,Kedah,4,0,4,Fiji
489,1/1/2020,FJI,Kelantan,0,0,0,Fiji
490,1/1/2020,FJI,Perak,0,0,0,Fiji
491,1/1/2020,FJI,Perlis,4,0,4,Fiji
492,1/1/2020,FJI,Pulau Pinang,1,1,0,Fiji
493,1/1/2020,FJI,Sabah,0,0,0,Fiji
494,1/1/2020,FJI,Sarawak,0,0,0,Fiji
495,1/1/2020,FJI,Selangor,151,84,67,Fiji
496,1/1/2020,FRA,Johor,1957,1214,743,France
497,1/1/2020,FRA,Kedah,1149,671,478,France
498,1/1/2020,FRA,Kelantan,50,38,12,France
499,1/1/2020,FRA,Melaka,2,2,0,France
500,1/1/2020,FRA,Negeri Sembilan,1,1,0,France
501,1/1/2020,FRA,Pahang,12,5,7,France
502,1/1/2020,FRA,Perak,29,20,9,France
503,1/1/2020,FRA,Perlis,142,88,54,France
504,1/1/2020,FRA,Pulau Pinang,508,299,209,France
505,1/1/2020,FRA,Sabah,135,71,64,France
506,1/1/2020,FRA,Sarawak,100,68,32,France
507,1/1/2020,FRA,Selangor,8663,5373,3290,France
508,1/1/2020,FRA,Terengganu,0,0,0,France
509,1/1/2020,FRA,W.P. Labuan,5,3,2,France
510,1/1/2020,FSM,Johor,1,1,0,"Micronesia, Federated States of"
511,1/1/2020,FSM,Pulau Pinang,1,0,1,"Micronesia, Federated States of"
512,1/1/2020,FSM,Selangor,1,1,0,"Micronesia, Federated States of"
513,1/1/2020,GAB,Johor,1,1,0,Gabon
514,1/1/2020,GAB,Pulau Pinang,0,0,0,Gabon
515,1/1/2020,GAB,Sarawak,0,0,0,Gabon
516,1/1/2020,GAB,Selangor,3,1,2,Gabon
517,1/1/2020,GBR,Johor,5448,3473,1975,United Kingdom
518,1/1/2020,GBR,Kedah,2148,1206,942,United Kingdom
519,1/1/2020,GBR,Kelantan,37,31,6,United Kingdom
520,1/1/2020,GBR,Melaka,5,5,0,United Kingdom
521,1/1/2020,GBR,Negeri Sembilan,0,0,0,United Kingdom
522,1/1/2020,GBR,Pahang,18,13,5,United Kingdom
523,1/1/2020,GBR,Perak,75,50,25,United Kingdom
524,1/1/2020,GBR,Perlis,289,186,103,United Kingdom
525,1/1/2020,GBR,Pulau Pinang,1412,841,571,United Kingdom
526,1/1/2020,GBR,Sabah,581,327,254,United Kingdom
527,1/1/2020,GBR,Sarawak,1261,822,439,United Kingdom
528,1/1/2020,GBR,Selangor,20246,12997,7249,United Kingdom
529,1/1/2020,GBR,Terengganu,0,0,0,United Kingdom
530,1/1/2020,GBR,W.P. Labuan,119,74,45,United Kingdom
531,1/1/2020,GEO,Johor,3,2,1,Georgia
532,1/1/2020,GEO,Kedah,4,1,3,Georgia
533,1/1/2020,GEO,Melaka,1,1,0,Georgia
534,1/1/2020,GEO,Perak,0,0,0,Georgia
535,1/1/2020,GEO,Perlis,0,0,0,Georgia
536,1/1/2020,GEO,Pulau Pinang,3,2,1,Georgia
537,1/1/2020,GEO,Sabah,0,0,0,Georgia
538,1/1/2020,GEO,Sarawak,0,0,0,Georgia
539,1/1/2020,GEO,Selangor,46,24,22,Georgia
540,1/1/2020,GHA,Johor,14,11,3,Ghana
541,1/1/2020,GHA,Kedah,0,0,0,Ghana
542,1/1/2020,GHA,Kelantan,1,1,0,Ghana
543,1/1/2020,GHA,Pulau Pinang,1,1,0,Ghana
544,1/1/2020,GHA,Sabah,0,0,0,Ghana
545,1/1/2020,GHA,Sarawak,2,2,0,Ghana
546,1/1/2020,GHA,Selangor,82,50,32,Ghana
547,1/1/2020,GIB,Johor,0,0,0,Gibraltar
548,1/1/2020,GIB,Sarawak,0,0,0,Gibraltar
549,1/1/2020,GIN,Johor,14,14,0,Guinea
550,1/1/2020,GIN,Kedah,0,0,0,Guinea
551,1/1/2020,GIN,Kelantan,1,1,0,Guinea
552,1/1/2020,GIN,Perlis,0,0,0,Guinea
553,1/1/2020,GIN,Pulau Pinang,0,0,0,Guinea
554,1/1/2020,GIN,Sabah,0,0,0,Guinea
555,1/1/2020,GIN,Sarawak,2,1,1,Guinea
556,1/1/2020,GIN,Selangor,81,70,11,Guinea
557,1/1/2020,GLP,Selangor,0,0,0,Guadeloupe
558,1/1/2020,GMB,Johor,11,6,5,Gambia
559,1/1/2020,GMB,Kedah,0,0,0,Gambia
560,1/1/2020,GMB,Kelantan,2,2,0,Gambia
561,1/1/2020,GMB,Pulau Pinang,0,0,0,Gambia
562,1/1/2020,GMB,Sabah,0,0,0,Gambia
563,1/1/2020,GMB,Sarawak,0,0,0,Gambia
564,1/1/2020,GMB,Selangor,67,52,15,Gambia
565,1/1/2020,GNB,Johor,2,2,0,Guinea-Bissau
566,1/1/2020,GNB,Selangor,3,3,0,Guinea-Bissau
567,1/1/2020,GNQ,Johor,0,0,0,Equatorial Guinea
568,1/1/2020,GNQ,Selangor,7,4,3,Equatorial Guinea
569,1/1/2020,GRC,Johor,65,53,12,Greece
570,1/1/2020,GRC,Kedah,41,21,20,Greece
571,1/1/2020,GRC,Kelantan,1,1,0,Greece
572,1/1/2020,GRC,Melaka,4,3,1,Greece
573,1/1/2020,GRC,Negeri Sembilan,0,0,0,Greece
574,1/1/2020,GRC,Pahang,0,0,0,Greece
575,1/1/2020,GRC,Perak,3,1,2,Greece
576,1/1/2020,GRC,Perlis,7,4,3,Greece
577,1/1/2020,GRC,Pulau Pinang,7,6,1,Greece
578,1/1/2020,GRC,Sabah,2,2,0,Greece
579,1/1/2020,GRC,Sarawak,8,4,4,Greece
580,1/1/2020,GRC,Selangor,258,183,75,Greece
581,1/1/2020,GRD,Johor,12,10,2,Grenada
582,1/1/2020,GRD,Kedah,0,0,0,Grenada
583,1/1/2020,GRD,Pulau Pinang,1,1,0,Grenada
584,1/1/2020,GRD,Sabah,0,0,0,Grenada
585,1/1/2020,GRD,Sarawak,0,0,0,Grenada
586,1/1/2020,GRD,Selangor,25,15,10,Grenada
587,1/1/2020,GRL,Johor,0,0,0,Greenland
588,1/1/2020,GRL,Selangor,0,0,0,Greenland
589,1/1/2020,GTM,Johor,0,0,0,Guatemala
590,1/1/2020,GTM,Kedah,0,0,0,Guatemala
591,1/1/2020,GTM,Pahang,1,0,1,Guatemala
592,1/1/2020,GTM,Perak,0,0,0,Guatemala
593,1/1/2020,GTM,Pulau Pinang,0,0,0,Guatemala
594,1/1/2020,GTM,Sabah,0,0,0,Guatemala
595,1/1/2020,GTM,Sarawak,0,0,0,Guatemala
596,1/1/2020,GTM,Selangor,26,15,11,Guatemala
597,1/1/2020,GTM,W.P. Labuan,0,0,0,Guatemala
598,1/1/2020,GUY,Johor,2,2,0,Guyana
599,1/1/2020,GUY,Kedah,0,0,0,Guyana
600,1/1/2020,GUY,Pulau Pinang,0,0,0,Guyana
601,1/1/2020,GUY,Sarawak,0,0,0,Guyana
602,1/1/2020,GUY,Selangor,8,4,4,Guyana
603,1/1/2020,HKG,Johor,0,0,0,Hong Kong
604,1/1/2020,HKG,Kedah,0,0,0,Hong Kong
605,1/1/2020,HKG,Kelantan,0,0,0,Hong Kong
606,1/1/2020,HKG,Pahang,0,0,0,Hong Kong
607,1/1/2020,HKG,Perak,25,13,12,Hong Kong
608,1/1/2020,HKG,Perlis,0,0,0,Hong Kong
609,1/1/2020,HKG,Pulau Pinang,0,0,0,Hong Kong
610,1/1/2020,HKG,Sabah,3,1,2,Hong Kong
611,1/1/2020,HKG,Sarawak,7,5,2,Hong Kong
612,1/1/2020,HKG,Selangor,0,0,0,Hong Kong
613,1/1/2020,HKG,Terengganu,0,0,0,Hong Kong
614,1/1/2020,HMD,Johor,0,0,0,Heard Island and McDonald Islands
615,1/1/2020,HND,Johor,10,4,6,Honduras
616,1/1/2020,HND,Kedah,2,1,1,Honduras
617,1/1/2020,HND,Perak,0,0,0,Honduras
618,1/1/2020,HND,Pulau Pinang,0,0,0,Honduras
619,1/1/2020,HND,Sabah,1,1,0,Honduras
620,1/1/2020,HND,Sarawak,0,0,0,Honduras
621,1/1/2020,HND,Selangor,21,13,8,Honduras
622,1/1/2020,HRV,Johor,72,44,28,Croatia
623,1/1/2020,HRV,Kedah,26,17,9,Croatia
624,1/1/2020,HRV,Kelantan,0,0,0,Croatia
625,1/1/2020,HRV,Melaka,0,0,0,Croatia
626,1/1/2020,HRV,Pahang,1,1,0,Croatia
627,1/1/2020,HRV,Perak,1,0,1,Croatia
628,1/1/2020,HRV,Perlis,1,1,0,Croatia
629,1/1/2020,HRV,Pulau Pinang,8,7,1,Croatia
630,1/1/2020,HRV,Sabah,0,0,0,Croatia
631,1/1/2020,HRV,Sarawak,9,8,1,Croatia
632,1/1/2020,HRV,Selangor,340,207,133,Croatia
633,1/1/2020,HTI,Johor,0,0,0,Haiti
634,1/1/2020,HTI,Kedah,0,0,0,Haiti
635,1/1/2020,HTI,Kelantan,0,0,0,Haiti
636,1/1/2020,HTI,Perak,0,0,0,Haiti
637,1/1/2020,HTI,Pulau Pinang,0,0,0,Haiti
638,1/1/2020,HTI,Sabah,0,0,0,Haiti
639,1/1/2020,HTI,Selangor,5,4,1,Haiti
640,1/1/2020,HUN,Johor,93,56,37,Hungary
641,1/1/2020,HUN,Kedah,281,148,133,Hungary
642,1/1/2020,HUN,Kelantan,1,0,1,Hungary
643,1/1/2020,HUN,Pahang,0,0,0,Hungary
644,1/1/2020,HUN,Perak,0,0,0,Hungary
645,1/1/2020,HUN,Perlis,6,3,3,Hungary
646,1/1/2020,HUN,Pulau Pinang,77,46,31,Hungary
647,1/1/2020,HUN,Sabah,20,12,8,Hungary
648,1/1/2020,HUN,Sarawak,19,14,5,Hungary
649,1/1/2020,HUN,Selangor,1067,555,512,Hungary
650,1/1/2020,HUN,W.P. Labuan,0,0,0,Hungary
651,1/1/2020,IDN,Johor,146428,75004,71424,Indonesia
652,1/1/2020,IDN,Kedah,5574,2183,3391,Indonesia
653,1/1/2020,IDN,Kelantan,195,91,104,Indonesia
654,1/1/2020,IDN,Melaka,5852,2696,3156,Indonesia
655,1/1/2020,IDN,Negeri Sembilan,3379,2169,1210,Indonesia
656,1/1/2020,IDN,Pahang,24,12,12,Indonesia
657,1/1/2020,IDN,Perak,228,78,150,Indonesia
658,1/1/2020,IDN,Perlis,648,307,341,Indonesia
659,1/1/2020,IDN,Pulau Pinang,25021,8736,16285,Indonesia
660,1/1/2020,IDN,Sabah,4962,2523,2439,Indonesia
661,1/1/2020,IDN,Sarawak,43648,25764,17884,Indonesia
662,1/1/2020,IDN,Selangor,137859,65764,72095,Indonesia
663,1/1/2020,IDN,Terengganu,0,0,0,Indonesia
664,1/1/2020,IDN,W.P. Labuan,134,87,47,Indonesia
665,1/1/2020,IND,Johor,25250,18364,6886,India
666,1/1/2020,IND,Kedah,953,553,400,India
667,1/1/2020,IND,Kelantan,22,20,2,India
668,1/1/2020,IND,Melaka,20,16,4,India
669,1/1/2020,IND,Negeri Sembilan,1,1,0,India
670,1/1/2020,IND,Pahang,16,15,1,India
671,1/1/2020,IND,Perak,357,248,109,India
672,1/1/2020,IND,Perlis,30,27,3,India
673,1/1/2020,IND,Pulau Pinang,736,524,212,India
674,1/1/2020,IND,Sabah,102,64,38,India
675,1/1/2020,IND,Sarawak,1989,1666,323,India
676,1/1/2020,IND,Selangor,69072,48859,20213,India
677,1/1/2020,IND,Terengganu,0,0,0,India
678,1/1/2020,IND,W.P. Labuan,118,107,11,India
679,1/1/2020,IOT,Pulau Pinang,0,0,0,British Indian Ocean Territory
680,1/1/2020,IOT,Selangor,0,0,0,British Indian Ocean Territory
681,1/1/2020,IRL,Johor,323,214,109,Ireland
682,1/1/2020,IRL,Kedah,128,74,54,Ireland
683,1/1/2020,IRL,Kelantan,3,3,0,Ireland
684,1/1/2020,IRL,Negeri Sembilan,0,0,0,Ireland
685,1/1/2020,IRL,Pahang,2,2,0,Ireland
686,1/1/2020,IRL,Perak,8,7,1,Ireland
687,1/1/2020,IRL,Perlis,17,9,8,Ireland
688,1/1/2020,IRL,Pulau Pinang,132,89,43,Ireland
689,1/1/2020,IRL,Sabah,36,23,13,Ireland
690,1/1/2020,IRL,Sarawak,35,22,13,Ireland
691,1/1/2020,IRL,Selangor,1463,921,542,Ireland
692,1/1/2020,IRL,Terengganu,0,0,0,Ireland
693,1/1/2020,IRL,W.P. Labuan,4,4,0,Ireland
694,1/1/2020,IRN,Johor,443,245,198,Iran
695,1/1/2020,IRN,Kedah,20,15,5,Iran
696,1/1/2020,IRN,Kelantan,1,1,0,Iran
697,1/1/2020,IRN,Perak,0,0,0,Iran
698,1/1/2020,IRN,Perlis,1,1,0,Iran
699,1/1/2020,IRN,Pulau Pinang,3,2,1,Iran
700,1/1/2020,IRN,Sabah,10,6,4,Iran
701,1/1/2020,IRN,Sarawak,8,7,1,Iran
702,1/1/2020,IRN,Selangor,4149,2272,1877,Iran
703,1/1/2020,IRN,W.P. Labuan,1,1,0,Iran
704,1/1/2020,IRQ,Johor,95,64,31,Iraq
705,1/1/2020,IRQ,Kedah,10,7,3,Iraq
706,1/1/2020,IRQ,Kelantan,0,0,0,Iraq
707,1/1/2020,IRQ,Melaka,0,0,0,Iraq
708,1/1/2020,IRQ,Pahang,0,0,0,Iraq
709,1/1/2020,IRQ,Perak,0,0,0,Iraq
710,1/1/2020,IRQ,Perlis,0,0,0,Iraq
711,1/1/2020,IRQ,Pulau Pinang,9,7,2,Iraq
712,1/1/2020,IRQ,Sabah,2,2,0,Iraq
713,1/1/2020,IRQ,Sarawak,0,0,0,Iraq
714,1/1/2020,IRQ,Selangor,1635,1185,450,Iraq
715,1/1/2020,ISL,Johor,7,4,3,Iceland
716,1/1/2020,ISL,Kedah,6,4,2,Iceland
717,1/1/2020,ISL,Kelantan,0,0,0,Iceland
718,1/1/2020,ISL,Perak,0,0,0,Iceland
719,1/1/2020,ISL,Perlis,4,1,3,Iceland
720,1/1/2020,ISL,Pulau Pinang,1,1,0,Iceland
721,1/1/2020,ISL,Sabah,1,1,0,Iceland
722,1/1/2020,ISL,Sarawak,3,2,1,Iceland
723,1/1/2020,ISL,Selangor,104,57,47,Iceland
724,1/1/2020,ISL,W.P. Labuan,0,0,0,Iceland
725,1/1/2020,ISR,Pulau Pinang,0,0,0,Israel
726,1/1/2020,ITA,Johor,696,498,198,Italy
727,1/1/2020,ITA,Kedah,1186,613,573,Italy
728,1/1/2020,ITA,Kelantan,10,9,1,Italy
729,1/1/2020,ITA,Melaka,1,1,0,Italy
730,1/1/2020,ITA,Negeri Sembilan,2,2,0,Italy
731,1/1/2020,ITA,Pahang,0,0,0,Italy
732,1/1/2020,ITA,Perak,14,12,2,Italy
733,1/1/2020,ITA,Perlis,47,35,12,Italy
734,1/1/2020,ITA,Pulau Pinang,157,98,59,Italy
735,1/1/2020,ITA,Sabah,53,33,20,Italy
736,1/1/2020,ITA,Sarawak,35,23,12,Italy
737,1/1/2020,ITA,Selangor,3411,2241,1170,Italy
738,1/1/2020,ITA,W.P. Labuan,2,0,2,Italy
739,1/1/2020,JAM,Johor,5,0,5,Jamaica
740,1/1/2020,JAM,Kedah,1,0,1,Jamaica
741,1/1/2020,JAM,Perak,0,0,0,Jamaica
742,1/1/2020,JAM,Pulau Pinang,0,0,0,Jamaica
743,1/1/2020,JAM,Sabah,0,0,0,Jamaica
744,1/1/2020,JAM,Sarawak,0,0,0,Jamaica
745,1/1/2020,JAM,Selangor,40,11,29,Jamaica
746,1/1/2020,JAM,W.P. Labuan,0,0,0,Jamaica
747,1/1/2020,JOR,Johor,74,28,46,Jordan
748,1/1/2020,JOR,Kedah,33,17,16,Jordan
749,1/1/2020,JOR,Kelantan,1,1,0,Jordan
750,1/1/2020,JOR,Melaka,0,0,0,Jordan
751,1/1/2020,JOR,Perlis,1,1,0,Jordan
752,1/1/2020,JOR,Pulau Pinang,24,7,17,Jordan
753,1/1/2020,JOR,Sabah,9,8,1,Jordan
754,1/1/2020,JOR,Sarawak,2,2,0,Jordan
755,1/1/2020,JOR,Selangor,1227,751,476,Jordan
756,1/1/2020,JOR,W.P. Labuan,0,0,0,Jordan
757,1/1/2020,JPN,Johor,9179,5771,3408,Japan
758,1/1/2020,JPN,Kedah,892,477,415,Japan
759,1/1/2020,JPN,Kelantan,18,17,1,Japan
760,1/1/2020,JPN,Melaka,2,2,0,Japan
761,1/1/2020,JPN,Negeri Sembilan,0,0,0,Japan
762,1/1/2020,JPN,Pahang,17,12,5,Japan
763,1/1/2020,JPN,Perak,74,51,23,Japan
764,1/1/2020,JPN,Perlis,123,86,37,Japan
765,1/1/2020,JPN,Pulau Pinang,1891,1286,605,Japan
766,1/1/2020,JPN,Sabah,899,424,475,Japan
767,1/1/2020,JPN,Sarawak,317,225,92,Japan
768,1/1/2020,JPN,Selangor,30603,18965,11638,Japan
769,1/1/2020,JPN,W.P. Labuan,14,10,4,Japan
770,1/1/2020,KAZ,Johor,69,28,41,Kazakhstan
771,1/1/2020,KAZ,Kedah,475,213,262,Kazakhstan
772,1/1/2020,KAZ,Kelantan,3,0,3,Kazakhstan
773,1/1/2020,KAZ,Melaka,0,0,0,Kazakhstan
774,1/1/2020,KAZ,Perak,0,0,0,Kazakhstan
775,1/1/2020,KAZ,Perlis,9,4,5,Kazakhstan
776,1/1/2020,KAZ,Pulau Pinang,12,5,7,Kazakhstan
777,1/1/2020,KAZ,Sabah,2,2,0,Kazakhstan
778,1/1/2020,KAZ,Sarawak,10,5,5,Kazakhstan
779,1/1/2020,KAZ,Selangor,3602,1509,2093,Kazakhstan
780,1/1/2020,KAZ,W.P. Labuan,1,0,1,Kazakhstan
781,1/1/2020,KEN,Johor,139,62,77,Kenya
782,1/1/2020,KEN,Kedah,2,2,0,Kenya
783,1/1/2020,KEN,Kelantan,0,0,0,Kenya
784,1/1/2020,KEN,Perak,0,0,0,Kenya
785,1/1/2020,KEN,Perlis,2,1,1,Kenya
786,1/1/2020,KEN,Pulau Pinang,4,2,2,Kenya
787,1/1/2020,KEN,Sabah,0,0,0,Kenya
788,1/1/2020,KEN,Sarawak,2,2,0,Kenya
789,1/1/2020,KEN,Selangor,386,209,177,Kenya
790,1/1/2020,KGZ,Johor,25,16,9,Kyrgyzstan
791,1/1/2020,KGZ,Kedah,37,17,20,Kyrgyzstan
792,1/1/2020,KGZ,Kelantan,0,0,0,Kyrgyzstan
793,1/1/2020,KGZ,Perak,0,0,0,Kyrgyzstan
794,1/1/2020,KGZ,Perlis,3,0,3,Kyrgyzstan
795,1/1/2020,KGZ,Pulau Pinang,3,1,2,Kyrgyzstan
796,1/1/2020,KGZ,Sabah,2,1,1,Kyrgyzstan
797,1/1/2020,KGZ,Sarawak,0,0,0,Kyrgyzstan
798,1/1/2020,KGZ,Selangor,717,334,383,Kyrgyzstan
799,1/1/2020,KHM,Johor,2942,1236,1706,Cambodia
800,1/1/2020,KHM,Kedah,209,121,88,Cambodia
801,1/1/2020,KHM,Kelantan,1111,831,280,Cambodia
802,1/1/2020,KHM,Melaka,0,0,0,Cambodia
803,1/1/2020,KHM,Negeri Sembilan,0,0,0,Cambodia
804,1/1/2020,KHM,Pahang,0,0,0,Cambodia
805,1/1/2020,KHM,Perak,24,18,6,Cambodia
806,1/1/2020,KHM,Perlis,801,629,172,Cambodia
807,1/1/2020,KHM,Pulau Pinang,4,0,4,Cambodia
808,1/1/2020,KHM,Sabah,2,1,1,Cambodia
809,1/1/2020,KHM,Sarawak,29,15,14,Cambodia
810,1/1/2020,KHM,Selangor,4784,2186,2598,Cambodia
811,1/1/2020,KHM,W.P. Labuan,0,0,0,Cambodia
812,1/1/2020,KIR,Johor,4,4,0,Kiribati
813,1/1/2020,KIR,Sabah,0,0,0,Kiribati
814,1/1/2020,KIR,Selangor,1,1,0,Kiribati
815,1/1/2020,KNA,Johor,10,7,3,Saint Kitts and Nevis
816,1/1/2020,KNA,Kedah,0,0,0,Saint Kitts and Nevis
817,1/1/2020,KNA,Perlis,0,0,0,Saint Kitts and Nevis
818,1/1/2020,KNA,Pulau Pinang,4,2,2,Saint Kitts and Nevis
819,1/1/2020,KNA,Sabah,1,1,0,Saint Kitts and Nevis
820,1/1/2020,KNA,Selangor,48,34,14,Saint Kitts and Nevis
821,1/1/2020,KNA,W.P. Labuan,0,0,0,Saint Kitts and Nevis
822,1/1/2020,KOR,Johor,29631,13776,15855,"Korea, Republic of (South Korea)"
823,1/1/2020,KOR,Kedah,548,266,282,"Korea, Republic of (South Korea)"
824,1/1/2020,KOR,Kelantan,7,5,2,"Korea, Republic of (South Korea)"
825,1/1/2020,KOR,Melaka,1,1,0,"Korea, Republic of (South Korea)"
826,1/1/2020,KOR,Negeri Sembilan,7,4,3,"Korea, Republic of (South Korea)"
827,1/1/2020,KOR,Pahang,19,9,10,"Korea, Republic of (South Korea)"
828,1/1/2020,KOR,Perak,17,8,9,"Korea, Republic of (South Korea)"
829,1/1/2020,KOR,Perlis,111,80,31,"Korea, Republic of (South Korea)"
830,1/1/2020,KOR,Pulau Pinang,765,379,386,"Korea, Republic of (South Korea)"
831,1/1/2020,KOR,Sabah,33316,14024,19292,"Korea, Republic of (South Korea)"
832,1/1/2020,KOR,Sarawak,425,258,167,"Korea, Republic of (South Korea)"
833,1/1/2020,KOR,Selangor,33486,16434,17052,"Korea, Republic of (South Korea)"
834,1/1/2020,KOR,Terengganu,0,0,0,"Korea, Republic of (South Korea)"
835,1/1/2020,KOR,W.P. Labuan,24,16,8,"Korea, Republic of (South Korea)"
836,1/1/2020,KWT,Johor,174,71,103,Kuwait
837,1/1/2020,KWT,Kedah,6,3,3,Kuwait
838,1/1/2020,KWT,Kelantan,0,0,0,Kuwait
839,1/1/2020,KWT,Perak,0,0,0,Kuwait
840,1/1/2020,KWT,Perlis,0,0,0,Kuwait
841,1/1/2020,KWT,Pulau Pinang,9,2,7,Kuwait
842,1/1/2020,KWT,Sabah,0,0,0,Kuwait
843,1/1/2020,KWT,Sarawak,0,0,0,Kuwait
844,1/1/2020,KWT,Selangor,1032,540,492,Kuwait
845,1/1/2020,KWT,W.P. Labuan,0,0,0,Kuwait
846,1/1/2020,LAO,Johor,228,72,156,Lao People's Democratic Republic
847,1/1/2020,LAO,Kedah,1165,87,1078,Lao People's Democratic Republic
848,1/1/2020,LAO,Kelantan,209,78,131,Lao People's Democratic Republic
849,1/1/2020,LAO,Melaka,0,0,0,Lao People's Democratic Republic
850,1/1/2020,LAO,Perak,16,0,16,Lao People's Democratic Republic
851,1/1/2020,LAO,Perlis,533,134,399,Lao People's Democratic Republic
852,1/1/2020,LAO,Pulau Pinang,10,2,8,Lao People's Democratic Republic
853,1/1/2020,LAO,Sabah,1,0,1,Lao People's Democratic Republic
854,1/1/2020,LAO,Sarawak,0,0,0,Lao People's Democratic Republic
855,1/1/2020,LAO,Selangor,462,159,303,Lao People's Democratic Republic
856,1/1/2020,LAO,W.P. Labuan,0,0,0,Lao People's Democratic Republic
857,1/1/2020,LBN,Johor,20,13,7,Lebanon
858,1/1/2020,LBN,Kedah,2,2,0,Lebanon
859,1/1/2020,LBN,Kelantan,0,0,0,Lebanon
860,1/1/2020,LBN,Pahang,0,0,0,Lebanon
861,1/1/2020,LBN,Perak,0,0,0,Lebanon
862,1/1/2020,LBN,Perlis,0,0,0,Lebanon
863,1/1/2020,LBN,Pulau Pinang,4,1,3,Lebanon
864,1/1/2020,LBN,Sabah,0,0,0,Lebanon
865,1/1/2020,LBN,Sarawak,1,1,0,Lebanon
866,1/1/2020,LBN,Selangor,258,160,98,Lebanon
867,1/1/2020,LBN,W.P. Labuan,0,0,0,Lebanon
868,1/1/2020,LBR,Johor,5,5,0,Liberia
869,1/1/2020,LBR,Kedah,0,0,0,Liberia
870,1/1/2020,LBR,Sabah,0,0,0,Liberia
871,1/1/2020,LBR,Sarawak,0,0,0,Liberia
872,1/1/2020,LBR,Selangor,10,8,2,Liberia
873,1/1/2020,LBY,Johor,22,14,8,Libyan Arab Jamahiriya
874,1/1/2020,LBY,Kedah,2,2,0,Libyan Arab Jamahiriya
875,1/1/2020,LBY,Perlis,0,0,0,Libyan Arab Jamahiriya
876,1/1/2020,LBY,Pulau Pinang,7,3,4,Libyan Arab Jamahiriya
877,1/1/2020,LBY,Sabah,1,1,0,Libyan Arab Jamahiriya
878,1/1/2020,LBY,Sarawak,1,0,1,Libyan Arab Jamahiriya
879,1/1/2020,LBY,Selangor,867,637,230,Libyan Arab Jamahiriya
880,1/1/2020,LCA,Johor,4,2,2,Saint Lucia
881,1/1/2020,LCA,Kedah,0,0,0,Saint Lucia
882,1/1/2020,LCA,Pulau Pinang,0,0,0,Saint Lucia
883,1/1/2020,LCA,Sarawak,0,0,0,Saint Lucia
884,1/1/2020,LCA,Selangor,14,12,2,Saint Lucia
885,1/1/2020,LIE,Johor,4,4,0,Liechtenstein
886,1/1/2020,LIE,Kedah,2,2,0,Liechtenstein
887,1/1/2020,LIE,Perlis,0,0,0,Liechtenstein
888,1/1/2020,LIE,Pulau Pinang,1,1,0,Liechtenstein
889,1/1/2020,LIE,Sabah,0,0,0,Liechtenstein
890,1/1/2020,LIE,Sarawak,0,0,0,Liechtenstein
891,1/1/2020,LIE,Selangor,7,4,3,Liechtenstein
892,1/1/2020,LKA,Johor,1199,841,358,Sri Lanka
893,1/1/2020,LKA,Kedah,17,11,6,Sri Lanka
894,1/1/2020,LKA,Kelantan,0,0,0,Sri Lanka
895,1/1/2020,LKA,Melaka,0,0,0,Sri Lanka
896,1/1/2020,LKA,Pahang,1,1,0,Sri Lanka
897,1/1/2020,LKA,Perak,4,3,1,Sri Lanka
898,1/1/2020,LKA,Perlis,0,0,0,Sri Lanka
899,1/1/2020,LKA,Pulau Pinang,50,33,17,Sri Lanka
900,1/1/2020,LKA,Sabah,0,0,0,Sri Lanka
